marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	20497084	RM5MYEOWNPMN9	B009CCXJ0A	722004435	TurboTax Deluxe Federal + E-File + State 2012	Software	4	0	0	N	Y	Turbo Tax	I have used Turbo Tax software for the past 15 years.  I cannot find much fault with it. In fact my 2012 tax return was accepted by the IRS within 2 hours of posting it online. A record. I drop a star because they needlessly, in my mind, keep changing the format by which it goes step by step through filling in the various 1040 tax forms.	2013-04-09
US	45380227	R3R9X7BJZW9DF2	B0014OSRHY	878608254	AP Art History Flash Cards. AP Art History Review - AP Art History Test Prep with 1100+ flashcards for PC. Updated for 2016 Exam!	Software	1	1	2	N	Y	Not useful...	...at all due the lack of instructions on how to use this software. I found no way to use this software for any useful purpose. I have played around with it several times, but haven't found a way to get it to do what it was advertised to do.	2013-05-13
US	37604509	R18QEKV8T7A7SV	B00BZY0QYA	653821476	Sure Cuts A Lot 2	Software	5	0	2	N	Y	Awesome!	I bought this as a birthday gift for my wife and she loves it. And after seeing some of the things she can do with it, I totally agree with her that it is amazing! I think Cricut would sell a lot more of their machines if they bundled their cutter with this program and stopped forcing people to buy over priced cartridges. When I buy a printer, I don't have to buy a new cartridge when I want to print in a new font! Why would I think it's okay to do the same with the Cricut cutter? Well, with this product, you don't have to. You can cut whatever you want. You can use any font on your computer, find cool fonts online, or use any SVG image you find. This product is amazing!	2013-12-31
US	48410594	R2Q90YR5O7CF1Y	B009CCVMO0	245843831	Turbo Tax Parent V2	Software	5	0	0	N	Y	Get it done!	A great product to get your taxes done and out the door.  I think it is very efficient.  I really does handhold you throughout the process.  If someone claims that they can get more back for you; then they must me involved in tax fraud.  I found that this program will take you step by step to get every LEGITIMATE deduction you are entitled to.	2013-04-22
US	5212208	R39QHMX0ZWTGS8	B008TND0L6	643150354	Norton 360 2013 - 1 User / 3 PC	Software	5	1	1	N	Y	Norton 360 2013 - 1 User / 3 PC / You want something easy to install?	Easy to install and very fast installation, and the price was good, I love that i can use it for my three laptops.	2013-05-29
US	19366898	R2VX4N7ZZ5TU7A	B008NP76C4	604535409	Dragon NaturallySpeaking Premium 12 w/Digital Recorder (Mobile), English (Old Version)	Software	5	0	0	N	Y	great piece of software	this is what you need to dictations, and saving time on typing skills/stenographer cost. Perfectly delivers what I expected out of it	2013-08-29
US	48529036	R23DRNB7DDQH1W	B00004VP4F	984469929	Microsoft Money 2001 Standard [OLD VERSION]	Software	4	0	0	N	Y	Not for Windows ME	"It took some \\""getting use to\\"" after years of using a previous version (Money '95).  However, once I figured out how to eliminate the annoying ads and discovered some improvements, I would not go back to the earlier version.  It did not load with \\""Windows ME\\"" as advertised on the seller's site.  Windows ME was not listed on the box."	2013-04-07
US	32010970	R2ULSS6DR4MZTP	B001AMHWP8	84765495	Mac OS X version 10.6.3 Snow Leopard (Mac computer with an Intel processor required)	Software	5	0	0	N	Y	Most versatile Mac OS system	Snow Leopard (OS 10.6) is the last of the Mac operating systems that will run most legacy Mac software. If you have a Mac, say one built two years ago, and you are satisfied with its performance and with the software you have, buy OS 10.6. It is fast and with downloadable updates is almost bulletproof. If you buy OS 10.7 or later you will have to upgrade all your software. That's the real expense. It's not the cost of the computer but the cost of the software. Note that OS 10.6 does not support Rosetta hence will not run most software that works on most Mac computers 5 years old or older. For that you need OS 10.4 or OS 10.5. Fortunately you can have two operating systems on a single Mac computer and you can choose the one you need.	2013-10-11
US	42635580	R3QPBX74ZX2JQD	B009N6VMVS	195720426	Professor Messer's CompTIA N10-005 Network+ Certification Training Course	Software	5	0	0	N	Y	Awesome!	I love this product. It is helping me study for the CompTIA Network + exam! It is awesome. I would highly recommend this product.	2013-05-08
US	11955637	R3RGQL4UEZD8D4	B002DHLVII	214440096	Microsoft Windows 7 Professional [Old Version]	Software	4	2	3	N	Y	Why do we need yet another OS	We went from XP to 7, Why? It has just as many updates, just as many failed update installs, just as many security holes, and just as many screen freezes. It took me 7 minutes to do a restart before IE opened up. What doesn't it have that XP has, its name. Want 8, it already has service pack 1 and some sort of paid upgrade for junk that should have just came with the original 8 or free. I hope you like smudges all over your screen. What is the deal with MicroSoft? They are greedy making money hand over foot and producing junk disguised as something you think you need.  I need windows or better said, I need an operating system so that I can run the programs that I need. Other than the update assistance that windows has, I don't use any other part of windows. Why it is more than $200. I just bought a new computer. I built it myself. I will switch OS.  Sounds like it is time to try Linux Mint. Oh it is free and so is much of the software that I need to run. They have a free office suite. Who needs MicroSoft. Try Open Office at openoffice.org, it is free and just as good as MS Office. Don't let MicroSoft screw you any more.	2013-10-02
US	40257367	RP3F6YL7IDMZ7	B0046A801G	361499495	Synium MacFamilyTree 6 [Old Version]	Software	2	0	0	N	N	problems separating tree branches AND MORE	MACFAMILYTREE  7.0.9<br /><br />Too many layers, no ability to compare trees (open 2 at a time to see what info is missing)<br /><br /> NO support.  A list of specific questions gets an answer to the first only.  And that answer makes no sense.  They may think they speak English.  Either they do not comprehend well, or they don't know how to translate to English with a straightforward answer.  A one-liner to my 5 questions was inadequate!	2013-09-11
US	18137288	R1755Y5VKKZ3EW	B000BQXTSS	982246385	Apple iWork '08 - Old Version	Software	5	0	0	N	Y	Great Product	As always Apple as put out a great product. It's very easy to use and install. With a short amount of time you can create amazing documents and projects.	2013-06-20
US	5041396	R2GIXQUQMOXZST	B008MR2I58	782351055	Kaspersky Anti-Virus 2013 - 1 User	Software	1	0	1	N	Y	Anti-virus	I had Kaspersky before but for some reason when I downloaded this one things didn't work. I'll be going with another anti-virus software.	2013-03-24
US	14621897	R1MSWVSL53FPAX	B00AM9YXTS	970480446	Microsoft Windows 8 - Upgrade [Old Version]	Software	5	1	5	N	Y	Very Easy Install	I hesitated about upgrading to Windows 8 because of all the negative publicity, but I have to say I am thrilled that I did.  Once I did some exploring, I found that I can use my desktop the same way as before, but with added benefits!  With this setup you have the best of both worlds.  This upgrade had only one minor problem, it seemed as thought I hadn't set it up with my first attempt, but it did set up.  Now I have two accounts with my name.  Pay close attention to the instructions as you go through the setup.  I highly recommend this upgrade!	2013-05-24
US	43623010	R3TEE32K6SXHC1	B0094NY3R0	213321292	Windows 8 System Builder OEM DVD  64-Bit [Old Packaging]	Software	4	5	5	N	Y	I like this OS, But they took my start menu.. :(	I love Windows 8 it runs smoothly and plays games well. I haven't had any problems running programs or games. I gave this review 4 stars because Microsoft took my dang smart menu away. I was able to get a start menu but I had to pay $10 to a 3rd party, I think Microsoft should implement an option to use a start menu or the tablet start menu setting, I'm sure if I had a touch screen monitor I would have enjoyed the tablet start menu but for now I'm happy to have my start menu back.	2013-07-15
US	31991629	R3SKV2BOXW5S62	B002ZF31NQ	466920814	Learn Spanish: Fluenz Spanish Latin America 1+2+3+4+5 for Mac, PC, and Phone, Version 3	Software	5	1	2	N	Y	Great product!	Ordered this for my son.  He is thoroughly enjoying it and has been very pleased with the style of teaching Fluenz uses.  I would highly recommend this over Rosetta Stone.  It is far better for learning actual Latin American Spanish.	2014-01-09
US	13510608	R1J7JUS12QJ1NB	0615179088	334360772	Human Japanese	Software	5	0	0	N	Y	A relaxing, soothing, amazing, interesting, well written product!!!	"This product is just amazing. I never left a review on amazon, but i had to for this wonderful product!!! The interface is pleasant and greatly done, and the colors are great! I love how the author program goes over the distinct differences of english and japanese, and then slowly works you into the \\""nuts and bolts\\"" of japanese. I thought i would never learn a language because the concept of learning another languages grammar, spelling, punctuations,etc was just crazy. This program slowly introduces to the concepts of the language and then gives you a chance to read japanese characters. The japanese characters are click-able so you can listen to them. The author also demonstrates on how foreigners make a mistake on pronouncing words and he shows you how himself (He has an awesome voice). Then after a long exercise there is a break in between the program which talks about the culture etc with some nice pictures. I wish i knew about this program sooner! I started using this today and i can read about 20 japanese characters. This program is so simply yet complex! I love it so much and i recommend it to anyone who is afraid of learning a language, interested in learning it, or is interested in it! This is 100000x better than Rosetta stone! I swear to god! I feel 100% confident that i will learn japanese with this program. I would like to thank everyone who created this masterpiece of a product!!!! You surely deserve more!!! And the price is amazing! to be frank, this thing should be at least worth 50-100 dollars. I feel like i ripped them off somehow. :) Thanks again humanjapanese!!!!"	2013-04-03
US	12910870	R2Z5RNVO83R31N	B008TND0L6	643150354	Norton 360 2013 - 1 User / 3 PC	Software	3	0	0	N	Y	Norton 360 2013	Okay so far, but really need more time to evaluate.  Installation documentation was confusing, and there was no free on line assistance to help.	2013-04-18
US	16528217	R135XO2H371Y3S	B009CCVMOU	999693170	Turbo Tax Parent V2	Software	5	0	0	N	Y	great item	It is exactly what I wanted, the delivery was perfectly on time and it was very easy to install it. I will definitely recommend this product. Thank you	2013-08-28
US	48741391	R3AGOPX2ZEO36E	B009CCXJ0A	722004435	TurboTax Deluxe Federal + E-File + State 2012	Software	5	0	0	N	Y	turbo tax	Picked this up for my daughter. So was able to e- file her taxes in on time and it helped her through them.	2013-04-17
US	10563065	RYI96UDZ94RA7	B009CCVMUY	650746305	Turbo Tax Parent V2	Software	4	0	0	N	Y	Another year!	I've used this product for 30 years and this year is as good as ever. I've never had to pay for outside help with my tax returns.	2013-03-20
US	17698377	R24V5UTUDLHIM8	B005N2CS00	533848726	Family Tree Maker Essentials [OLD VERSION]	Software	5	0	0	N	Y	great service	would highly recommend to friends and family. have always gotten quality product at reasonable prices. will probably use again to purchase needed items.	2013-11-01
US	33048031	R2HIMRK4TG8F3	B002DHGMK0	41532857	Microsoft Windows 7 Home Premium	Software	4	11	11	N	Y	I'm grateful Windows 7 is still available.	I bought a new laptop, with Windows 8 installed. Hated Windows 8. (To repeat a Roger Ebert's movie review, 'I hated it. Hated it. Hated it.') For me Windows 8 was too hard to find the control panel, and with no 'back' button, too hard to get rid of screen sites.<br />So I bought Windows 7 and installed it instead. The Windows 7 CD uninstalls Windows 8 before installing Windows 7, so that segment of the process is good. A word of caution: If you choose the single installation, getting rid of Windows 8 completely, then after Windows 7 is installed, you won't have any drivers to connect to the Internet, so will have to re-install them. If you do the side-by-side intallation that keeps Windows8 along with Windows 7, then you might be ok regarding Internet access.	2013-04-23
US	25638554	RN886OMAAY9C4	B0011E82PE	968708709	IOLO Technologies  System Mechanic (3-User) [Old Version]	Software	5	0	0	N	N	Great Product to Keep your Computer strong	This product keeps my computer clean and free of clutter.  It increases the speed of the computer and my internet connection.  Good product with regular up dates.  Have been using it for over a year now.	2013-06-07
US	34162333	R2WWZ5G2FFQV7L	B008TND0L6	643150354	Norton 360 2013 - 1 User / 3 PC	Software	5	0	0	N	Y	Great for Security	I've had good experiences with Norton products and very satisfied with them.<br />It helped very much in tracking various IDs and passwords.	2013-04-20
US	51800153	R7NI9DOUNCZ92	B00EOI2TD0	763549644	PaintShop Pro X6	Software	4	1	1	N	Y	The 64-bit version works well	We are using the 64-bit version running in Windows-8. It seems to boot and run quite a bit faster than the older 32-bit version which we ran using WinXP. It is a full-functioned graphics program, with so many effects available we have't been able to try them all.	2014-01-27
US	32345974	RA6O7V40GHQN9	B009APQH76	34542597	Trend Micro Titanium Maximum Security Premium 2013 (5-Devices) [Old Version]	Software	5	0	0	N	Y	Safe and Secure	I've used Trend Micro for many years and they have never let me down. If I go to a questionable site, they always keep me out of trouble. Software download doesn't use a lot of HD space.	2013-07-17
US	53051391	RIZVB7JTKT5FL	B004QK8FBG	422702117	Toast 11 Titanium Mac	Software	4	0	0	N	Y	Installed fine on my Mac and works (mostly) as expected.	Toast is a bit quirky – no news there [lol] – but it does work well most of the time, and it's the ONLY way that I can transfer my TiVo recordings to an external HD for long-term storage, so... I LOVE it! (-:	2013-08-25
US	46662952	RAHAPFCCGAODG	B008TNCZLM	531153669	Norton Antivirus 2013 - 1 User / 1 PC	Software	4	0	0	N	Y	Norton Antivirus	Have been using Norton antivirus for several years-but just recently realized that I could purchase it on Amazon. Easy way to renew.	2013-09-16
US	29812044	R3JCJVNRO41O01	B009CCVMM2	863709954	Turbo Tax Parent V2	Software	5	0	0	N	Y	TURBO TAX IS GREAT	I HAVE USED TURBO TAX FOR MANY YEARS AND EACH YEAR IT GETS BETTER TO USE.  IT IS VERY PRECISE.	2013-08-27
US	52678463	R3HEAKW2023VAN	B009ENDZ4C	133688793	Norton 360 Multi-Device 2013 - 1 User / 5 Devices (Old Version)	Software	5	0	0	Y	N	Protects A family's worth of devices with a single key	I've come to accept that all the major Anti-virus, anti-malware software products are substantively equivalent in terms of their effectiveness in detecting and blocking digital threats. WIth that said, the game shifts to ease of installation, management, and use. A single license for up to 5 devices, any combination of  PCs,Macs, and Android rates high on the ease of installation and management scale. There's no cost effective way of adding a 6th device, you have to buy another 5 device license, but Norton 360 offers anti-malware, anti-spam, anti-phishing along with anti-virus. Kapersky, Trend, and Bitdefender all cost the same as Norton 360 but only offer anti-virus. I didn't explose the 25GB of online storage, I already have that through other services.<br />The mobile security feature allows you to lock or wipe an android phone/tablet by sending a text message. And you can lock the sim card to prevent someone from just changing sim cards.<br /><br />It's a great deal if you have a lot of devices to protect-- but when you have a problem you're support is in the form of norton's knowledge base.<br /><br />If you're looking for everything that norton360 has but want 24/7 live customer support you'll want to check out Norton One. Norton One also has the advantage of being able to add additional devices for an incremental fee	2013-04-06
US	39358945	R2DE2SMJPU7GJ7	B003YJ5E0K	978035146	Quicken Essentials for Mac	Software	3	1	1	N	Y	Covers all the basics	Gets all the basics covered. Not a huge fan of the download for our bank account. It's a little confusing and not quite as user friendly as some PC versions I've used.	2013-03-24
US	6100957	R6I2K8WL2DGD7	B00DPHOV0A	148965349	HonestechTwister	Software	3	1	2	N	Y	audio level post transfer	Audio appears weak...do not see method to increase audio level from vhs tape no more to say its audio in question	2013-11-03
US	50540326	R284SKHJGIVIXE	B008RA5A00	534964191	Quicken Deluxe 2013	Software	3	0	0	N	Y	Nothing new here	I bought this because Intuit forced me to.  If I wanted to keep my online account access I had to upgrade.  I don't see any features that would otherwise have compelled me to upgrade, so I think of it as coercion.  I haven't tried the mobile features since I don't have a smartphone.  Meh.	2013-06-05
US	30355148	RENNBU8QN8HB0	B0039L31JY	338189190	Microsoft Office Home & Student 2010 Key Card  (1PC/1User)	Software	5	0	0	N	Y	I love the Office Suites	Microsoft Home & Student 2010 offers a good mix of essentials, and I get a lot of use from the Microsoft OneNote included in the package.	2013-08-25
US	9729004	R3OMBJ3LX2DU2N	B008MR2EGG	320805714	CorelDRAW Home and Student Suite X6 - 3 Users	Software	5	0	1	N	Y	Exactly as expected	It is exactly as described and met all my expectations. This is not the full CorelDraw X6 but the Home and Student version is not meant to be the full version. The shipping was prompt and satisfactory.	2013-04-30
US	53073331	R2QK4QT86126A5	B0055A7RS8	79858647	Individual Software Anytime Organizer Deluxe 14	Software	1	7	7	N	Y	Badly Flawed Version of a Once-Great Program	I'm a long-time fan of AnyTime Deluxe v8.5 and I love it! This review is for AnyTime Organizer Deluxe 14.<br /><br />The familiar AnyTime screens are present (maybe too familiar since there has been very little graphic updating--it still looks like a Windows 98 program, which it was) and it did load my old .atw files (although it said it was converting them). The only reason I purchased this program was because it promised to sync my calendar with Google Calendar which I now use with my Android phone. I figured this would be the best of both worlds!<br /><br />First problem, it would not sync and bombed with an error code. Their tech support (gotta give them credit, had an answer in less than an hour!) advised that I would have to run the program in Administrator mode. Any developer knows that Admin mode is something you only require for very specific tasks. This does not instill confidence since I must grant their software permission to do anything it likes to my system. That is a huge security hole and inexcusable in the 21st century.<br /><br />Next problem, it appears that syncing is a special event, one which the user must affirmatively initiate. It just does not happen when the program is run or in the background. To add insult to injury, every time you want to sync you must resupply the program with your Google login and password. Imagine using this program every day and being forced to provide login credentials each time. That was the last straw. I reverted back to an earlier Windows restore point and copied my old .atw files over from last night's backup.<br /><br />Oh, and one more thing. The Google sync was far from complete. Some days that had four events in them on my Google calendar showed up as blank in AnyTime. It did bring over some events, but I was hard-pressed to figure out what criteria the software used. Another issue was that, with the exception of scheduled events, the sync only brought in recent events. In this case, it appeared that it was only concerned with December (the month I am writing this review).<br /><br />One star might be a harsh review since the bulk of the program seems to perform well (calendar, address book, etc.) but these functions are widely available elsewhere for free. As a legacy user of the program, I was looking to keep using it in the modern world. Sadly the software fails in many critical areas and is basically unusable to me. So, that's why I gave it one star.only concerned with December (the month I am writing this review).<br /><br />One star might be a harsh review since the bulk of the program seems to perform well (calendar, address book, etc.) but these functions are widely available elsewhere for free. As a legacy user of the program, I was looking to keep using it in the modern world. Sadly the software fails in many critical areas and is basically unusable to me. So, that's why I gave it one star.	2013-12-06
US	25398607	R2BXFYSGSN58H8	B00DPHOV0A	148965349	HonestechTwister	Software	5	1	1	N	Y	Perfect	My husband requested this for Christmas. He was busy burning the tapes as soon as he got it. So much fun to watch your memories on the big screen.	2014-01-28
US	38983034	RUVYG0IF6AFQ3	B005IIUFYU	635264565	PrintMaster 18.1	Software	4	0	0	N	Y	Program easy to use	I've used Printmaster (16) for years and have found it easy to use. In fact I teach a class with it.  I was looking for an update that my students would be able to buy and use. So far, I've found very little new in version 18.1.<br /><br />I do believe that for a Windows PC this is the best version available.  It is very versatile with a lot of easy to muse options.	2014-01-08
US	4240993	R194T936JKBKYW	B00FFZXWQO	116466335	MAGIX Music Maker 2014 Premium	Software	2	2	4	N	Y	It wasn't that good	I expected more from it and I was disappointed. It doesn't have enough items to make rap beats. Just disappointing	2014-01-16
US	38219165	R2MIU598M3B22N	B007SF30U2	762702697	Contractor Estimate Pro	Software	5	3	5	N	N	Puts my Professional Software all in One Place	I had been using various Microsoft Office and other products and piece-mealing all my tasks together. Using Excel for somethings, Word for estimates and contracts, Outlook for contacts, Quickbooks for billing... It was getting hard to manage. Now, I've put them all in this software and have been happy. The contracts are professional and thorough, the contact list is easy to navigate and everything is laid-out wisely and easy to manage. I recommend this to other contractors and give it five starts.	2013-09-23
US	46010004	R15EAQ182FTP74	B00757MC2U	897624125	WebEasy Professional 9 - Professional Website Builder	Software	2	2	2	N	N	Something about you get what you pay for....	I have been working on simple content websites for years using various products. My needs are simple - emphasis on simple - just several content pages connected by links. I decided to try WebEasy because of the lower cost. Right off, the product looks intuitive but it is really not. The learning curve is higher than what I expected. It can be hard to figure out basic structural activities so be prepared to do a lot of searching and reading even if you are well experienced in basic website development. After a couple of hours, I expected to have at least grasp the product's basic paradigm and methods, but felt like I did not understand how it really approached website development.<br /><br />Do not consider this product if you desire to import an existing website. It didn't even come close to properly laying out the pages and setting the links. The makers of WebEasy claim importing websites is function of how well the websites are constructed. True but, when you are dealing with simple cleanly developed content pages that are properly rendered in the browsers of 30,000 people, I expect the import to be close. After all, Chrome, FireFox and Explorer got it right. WebEasy was so far off, the entire website had to be reconstructed from scratch because I didn't know where to being fixing all the issues. I did an sample import from a very basic website of four pages without special formatting or links. WebEasy did import 90% of it correctly and I could easily fix the broken links. Overall, it seems like the more pages the worse the import gets.<br /><br />Annoyances: The various tool panes become undocked and float on top of the page in development with no way to dock or anchor the tool windows. I spent too much time moving panes around keeping them out of the way. A preview of a 12 page site took more than 10 minutes to load because it rebuilds the entire website even when there are no changes. Using the site map frequently crashed the application. There is no import from website. The website has to be downloaded externally first. Likewise, publishing a website is only to their hosting service. If do not use their service then you have to publish to your local computer and then manually copy to your website. You cannot publish individual pages again because it rebuilds everything all the time. Therefore every little change requires testing the entire website. There are global settings you can change at build, but the build starts automatically so you have to start stop the build change the settings and then restart the build.<br /><br />It is a workable product, but I think WebEasy is best if you simply want to add your content to one of their existing templates. It does seem that per-developed templates for their hosting service is the real target for this application.	2013-06-16
US	9876427	RVCVMO527XTSW	B005GI19HY	283542968	Norton Internet Security 2012 - 1 User 3PC	Software	5	0	0	N	Y	Software easy to use	Software easy to use, easy to understand and to follow, used for many years, with not problem. Well recommended. support is there	2013-03-19
US	40596447	R12OZE8R9PCSCP	B00F8K9MZQ	366840955	TurboTax Deluxe Fed, Efile and State 2013	Software	5	0	0	N	Y	Great Value	Always great to have and use...wouldn't do taxes without it. I use turbo tax every year without incident or IRS concerns.	2014-01-22
US	11114904	RK77C5Q2KOWSC	B008TND0RK	832031006	Norton Internet Security 2013 - 1 User / 3 PC	Software	5	0	1	N	Y	A steady user	I am pleased with Internet Security, and have upgraded to Norton 360. I still have this one on one of my computers, and I have no issues with the performance. A very dependable protection. Sandra M. Lee	2013-05-03
US	43560482	R18FL9MR314CMN	B008TND0L6	643150354	Norton 360 2013 - 1 User / 3 PC	Software	5	0	0	N	Y	safety	this is good for the safety of my computer. It loaded easily and I feel better having it on my computer	2013-12-19
US	53032850	R99OC7TMZERV7	B009YYZJDQ	253935117	Norton Hotspot Privacy - 5 Users [Old Version]	Software	2	2	2	Y	N	Temperamental and expensive	I found Norton Hotspot Privacy to be way way too temperamental.  Although installation and setup were painless, establishing connections really tested my patients.  Things worked easily on my secure home network - where I don't need it - but on public networks establishing a secure connection was a real trial.  I nearly gave up as I set out to write this review at my local Starbucks and also when I tried to connect on a business trip stay over at a Days Inn.<br /><br />I tried connecting to the local wireless network and then starting Hotspot.  I tried starting Hotspot and then connecting to the network.  I closed everything and started over both ways several times.  Nearly always the login for Norton would hang and then after logging in no other web pages would load.<br /><br />So back to the on and off thing again and after a few more times I was able to get it to work.  Once it was working the overhead seemed reasonable and browsing didn't seem to slow much.  But adding on the substantial subscription price to the erratic connection issues makes me want to explore other options.	2013-05-05
US	20689300	R6MOK1WRKJPJM	B00G6CLNCK	975069710	Pinnacle Studio 17 Ultimate	Software	1	2	4	N	N	Ngstudio  crashing	The editor stops responding .Ngstudio has been around since &#34;Avid Studio&#34;.<br /><br />The problem still exists in latest version<br /><br />http://youtu.be/iCeNsZ_omJw<br /><br />I have 16 ultimate. I see people having problem on this version.<br /><br />I cannot recommend this Get Power Director ,This program is not worth 100.maybe 50.	2014-01-01
US	52017133	RX94YZOI6ZPRT	B009CCVMM2	863709954	Turbo Tax Parent V2	Software	5	0	0	N	Y	Makes the best of a dreary job	I've used it for several years.  Keep on buying it. every year to finish tax prep more easily and accurately.	2013-04-12
US	40271758	RO2ZD6HS6MX8S	B000EGHMKG	406958383	BibleWorks 10	Software	5	2	2	N	Y	BibleWorks 9	What an awesome piece of software. This software was so well crafted and designed that one could never outgrow its applicability to personal Bible exegesis. There are tons of integrations and cross-references that make this program so valuable. I am most impressed with the massive volume of Bible related works--just the sheer amount of knowledge and years of research that is integrated into this handy program blows my mind. I love it. I am going to be a lifetime customer and user.<br /><br />BibleWorks can be daunting to the less-than tech saavy lover of the Bible. The developers did provide a very useful video library to help users navigate through the program's complexities. I've had to reference these helps on several ocassions and found it to be invaluable.	2013-06-27
US	30403084	REWJ6Q0IG09YB	B003Q81EL2	535434118	Adobe Photoshop Lightroom 3 Student and Teacher Edition [OLD VERSION]	Software	5	0	0	N	Y	awesome	awesome adobe is very good product i would buy more of the product as needed for photo processing and photo adjustment.	2013-08-18
US	11721351	RNWU1Q81QTPQJ	B00422MRGC	561734554	Serif PagePlus X5	Software	1	3	5	N	Y	amazon purchase of Page Plus X5	When I was looking for Serif publishing software, I was pleased to see that Amazon was offering it at supposedly half price.  I ordered it; it came in and I proceeded to install it.  I called Serif to register the product and ended up talking to a Serif employee who informed me that I should have paid no more than $5 or $10 dollars for X5, certainly not the almost $50 that I paid Amazon.  I am very disappointed that Amazon is taking advantage of us with their pricing of previous versions of software.	2013-07-20
US	43901336	R3J2WN3ZL3BMYP	B00B1JWX2M	7738456	Proposal Pack Wizard - Expert Edition Business Proposal Software V12.8	Software	4	0	0	N	N	Great Product Addon	The product is very helpful to me.  It saves me time in preparing proposals for contracts we go after which means I can focus more of my time in other areas of need.  I know it can save others time too!	2013-10-08
US	51218122	R16U71NFU6AQVH	B008H3SW4I	705407256	Microsoft Windows 8 Pro - Upgrade [Old Version]	Software	2	6	6	N	N	Fantastic support - too bad I needed so much of it	I can't say enough about my great experience with the support people at Microsoft, or the ease of actually getting through to a live human being. Just one minute on their phone menu, and like magic I'm through to someone who not only can help, but will - no matter how long and difficult the problem.<br /><br />Of course, the bad news is that the problems I had should never have happened in the first place - particularly the one where Microsoft rejected my product key for no apparent reason. The psychological impact of knowing that you've spent a hundred dollars on a piece of plastic with a useless number on it can be quite intense. But anyhow, we got through it and that's all history as far as I'm concerned.<br /><br />But that said, I have to agree with all the Windows 8 detractors out there. I seriously resent being forced to go through a long and messy learning curve just to get back to ground zero with my business applications. The added features of Windows 8 seem to be utterly useless to anyone who has actual, serious work to do on a computer. I suspect that business users will find this OS to be a productivity killer - unless you want your employees to spend all their time on social networking, shopping, games, and the latest gossip about some celebrity.<br /><br />It's not such a bad OS once you get it set up properly, but it takes real effort to do that - you have to get past all the ridiculous cell-phone apps and re-learn everything you used to know, all while having to deal with a horrible new user interface. In every way imaginable, this upgrade is just a pointless time-waster.	2014-02-08
US	11866143	R1ABP4NP89NJFZ	B000LPO1D6	157402067	Microsoft Greetings 2000 (PC)	Software	2	0	0	N	Y	You Asked For It.	I had a greeting's workshop program before. I knew how to use this product inside and out. This is so different. And I don't know how to use it. I am 65 years old and I do not take to change very well. I want my old program back and I don't know exactly which one it was. I have no problem with Amazon or your service. It was prompt and very easy to use. Thank you.	2013-05-26
US	51904492	R2O7QVQPLQZPJF	0899334113	228331924	Topo North America 10.0	Software	2	8	10	N	Y	certainly not USGS	I think the maps could be a lot better.  They lack substantial detail.  I also didn't realize this is meant for their downloading onto their handhelp units.  I simply wanted topo maps for my laptop to use when boondocking.  This works, but free downloaded charts from the USGS are better.  I would return it but during the install I registered it and now it is not returnable.	2013-05-31
US	26834331	R17B4U6WC0U9RN	B009CCVMO0	245843831	Turbo Tax Parent V2	Software	4	0	0	N	Y	It does what it is supposed to do...	This product I have used for several years and with few exceptions has preformed as expected.  It makes doing taxes easier.	2013-05-01
US	31948747	R3V2M8XJTUHLUK	B0009MFHE8	343705406	Millie's Math House	Software	3	0	0	N	N	IT IS OKAY IF YOU HAVE WINDOWS / NOT FOR MACS	IT IS OKAY IF YOU HAVE WINDOWS...<br /><br />Could not use it  or any of these cause you have to have Windows and I have Macs.<br />  If you have Windows then  get it because is wonderful for  teaching patterns, counting to 10, basic shapes and size .	2013-10-12
US	27476252	R2GHEXWNSTX9D4	B004O3AN5G	913241805	Script It!	Software	5	5	5	N	Y	Great software!	This software is easy to use and easy to set up.  I had no problems downloading and implementing the software to meet my needs.	2013-12-02
US	37810940	R2IULYRCNVDEF3	B0095CATEG	473709783	Webroot SecureAnywhere Internet Security Plus 2013 - 3 Devices	Software	5	0	0	N	N	WebRoot	I love WebRoot as it offers great protection for my computer and it doesn't seem to slow it down.  I have been using it about 3 weeks or so and it is now my favorite security for my computer. It catches anything that is suspicious.  I would buy this program again.	2013-08-27
US	30868713	R2GN4PJTS0L4TQ	1608299953	274301465	Learn French: Rosetta Stone French - Level 1	Software	5	0	2	N	Y	Granddaughter loves this software	I don't do French myself but my granddaughter wanted this for a long time. I suppose I'll have to take her to France next.	2014-01-13
US	46081432	R23BD56EUL8LJY	B00E3RH3A6	788596445	AVG PC TUNE UP 3U	Software	3	5	7	N	Y	returned	Not load properly and they wanted too much info as  well as access to your computer, not a good thing today.	2014-01-02
US	44666420	RJD6AW5EBIGK5	B00604ICJG	601394414	H&R Block At Home Premium + State	Software	5	0	0	N	Y	thanks	Thanks for sending the package so quickly,  The program worked great it is exactly  what you said it would it is	2013-03-25
US	7794031	RWYZFSEKTCF4F	B008V4S4VY	525108404	McAfee Total Protection 1 PC 2013	Software	5	0	0	N	Y	McAfee Antivirus	It works, no problems with the computer all last year; oppose to the year 2012 where it stop working because of a virus.	2014-01-19
US	44667882	RR8T4ZRAGB5Y	B000053ZG3	946400703	Mac Publisher Pro	Software	1	0	0	N	Y	Waste of my time and money	This product sounded like just what I wanted.  The seller didn't bother stating that it was from 2004.  It was so old, I couldn't download it.  Then, I had to go through the hassle of returning it and had to pay for the postage.  What a ripoff!	2014-01-12
